QTL	FarmCPU_pos	FarmCPU_-logP	MLM_INFO(Chr-pos-(-log10))	Geno	Geno_pos	SIFT_Score	INDEL_Score	SV_Score	Score_peak	Score_TE	Score_annotate	Score_expression	Score_match	Score	Source_File	Mode	Annotation_locus	Symbol	Keyword	Locus_annotation	Locus_is_TE	Locus_is_expressed	Locus_is_representative	Recommendation_score	Recommendation_reason
QTL5	Chr3-4752208	9.47	*	LOC_Os03g09810	3:4876511-4880143	20	25	25	2.0	0.0	10.0	5.0	*	42.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g09810			polyamine oxidase precursor, putative, expressed	N	Y	Y	47	pipeline_score=42; farm_logP=9.47; max_variant=25; recommendation_score=47
QTL5	Chr3-4752208	9.47	*	Os03g0193450	3:4877659-4880015	20	1	0	2.0	0.0	0.0	0.0	*	22.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0193450							27	pipeline_score=22; farm_logP=9.47; max_variant=20; recommendation_score=27
QTL5	Chr3-4752208	9.47	*	LOC_Os03g09820	3:4886388-4887314	5	10	20	2.0	0.0	0.0	5.0	*	27.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g09820			transcription initiation factor IIB, putative, expressed	N	Y	Y	32	pipeline_score=27; farm_logP=9.47; max_variant=20; recommendation_score=32
QTL5	Chr3-4752208	9.47	*	Os03g0193700	3:4888551-4889232	5	10	20	2.0	0.0	0.0	5.0	*	27.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0193700							32	pipeline_score=27; farm_logP=9.47; max_variant=20; recommendation_score=32
QTL5	Chr3-4752208	9.47	*	Os03g0193901	3:4888584-4889614	5	10	20	2.0	0.0	0.0	5.0	*	27.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0193901							32	pipeline_score=27; farm_logP=9.47; max_variant=20; recommendation_score=32
QTL5	Chr3-4752208	9.47	*	LOC_Os03g09830	3:4889492-4892257	25	5	0	2.0	0.0	0.0	10.0	*	37.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g09830			expressed protein	N	Y	Y	42	pipeline_score=37; farm_logP=9.47; max_variant=25; recommendation_score=42
QTL5	Chr3-4752208	9.47	*	LOC_Os03g09840	3:4894522-4897057	15	10	15	2.0	0.0	0.0	18.0	*	35.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g09840			C2 domain containing protein, putative, expressed	N	Y	Y	38	pipeline_score=35; farm_logP=9.47; max_variant=15; recommendation_score=38
QTL5	Chr3-4752208	9.47	*	LOC_Os03g09850	3:4901969-4903749	20	10	10	2.0	0.0	0.0	5.0	*	27.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g09850			auxin-responsive protein-related, putative, expressed	N	Y	Y	32	pipeline_score=27; farm_logP=9.47; max_variant=20; recommendation_score=32
QTL5	Chr3-4752208	9.47	*	Os03g0194350	3:4902355-4903820	20	10	10	2.0	0.0	0.0	10.0	*	32.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0194350							37	pipeline_score=32; farm_logP=9.47; max_variant=20; recommendation_score=37
QTL5	Chr3-4752208	9.47	*	LOC_Os03g09860	3:4906203-4908795	15	5	15	2.0	0.0	0.0	18.0	*	35.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g09860			acetyltransferase, GNAT family, putative, expressed	N	Y	Y	38	pipeline_score=35; farm_logP=9.47; max_variant=15; recommendation_score=38
QTL5	Chr3-4752208	9.47	*	LOC_Os03g09870	3:4909638-4912358	5	25	20	2.0	0.0	0.0	10.0	*	37.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g09870			mitochondrial import inner membrane translocase subunit Tim17, putative, expressed	N	Y	Y	42	pipeline_score=37; farm_logP=9.47; max_variant=25; recommendation_score=42
QTL5	Chr3-4752208	9.47	*	Os03g0194450	3:4909646-4912104	5	10	10	2.0	0.0	0.0	5.0	*	17.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0194450							20	pipeline_score=17; farm_logP=9.47; max_variant=10; recommendation_score=20
QTL5	Chr3-4752208	9.47	*	LOC_Os03g09880	3:4913122-4914145	5	10	10	2.0	0.0	0.0	18.0	*	30.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g09880			AIR12, putative, expressed	N	Y	Y	33	pipeline_score=30; farm_logP=9.47; max_variant=10; recommendation_score=33
QTL5	Chr3-4752208	9.47	*	LOC_Os03g09900	3:4923846-4926167	5	10	25	2.0	0.0	0.0	18.0	*	45.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g09900			membrane protein, putative, expressed	N	Y	Y	50	pipeline_score=45; farm_logP=9.47; max_variant=25; recommendation_score=50
QTL5	Chr3-4752208	9.47	*	LOC_Os03g09910	3:4936472-4941037	5	10	10	2.0	0.0	0.0	22.0	*	34.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g09910	OsALD1	blast; chloroplast; disease; disease resistance; magnaporthe oryzae; resistance; resistant	aminotransferase, classes I and II, domain containing protein, expressed	N	Y	Y	44	pipeline_score=34; farm_logP=9.47; max_variant=10; symbol=OsALD1; keyword=blast; chloroplast; disease; disease resistance; magnaporthe oryzae; resistance; resistant; recommendation_score=44
QTL5	Chr3-4752208	9.47	*	LOC_Os03g09920	3:4941063-4945558	15	10	10	2.0	0.0	0.0	15.0	*	32.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g09920			RNase L inhibitor protein-related, putative, expressed	N	Y	Y	35	pipeline_score=32; farm_logP=9.47; max_variant=15; recommendation_score=35
QTL5	Chr3-4752208	9.47	*	LOC_Os03g09930	3:4946323-4953950	20	5	20	2.0	0.0	10.0	10.0	*	42.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g09930			sulfate transporter, putative, expressed	N	Y	Y	47	pipeline_score=42; farm_logP=9.47; max_variant=20; recommendation_score=47
QTL5	Chr3-4752208	9.47	*	Os03g0195350	3:4946751-4950744	20	1	*	2.0	0.0	0.0	5.0	*	27.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0195350							32	pipeline_score=27; farm_logP=9.47; max_variant=20; recommendation_score=32
QTL5	Chr3-4752208	9.47	*	Os03g0195400	3:4951886-4953344	20	25	20	2.0	0.0	0.0	5.0	*	32.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0195400							37	pipeline_score=32; farm_logP=9.47; max_variant=25; recommendation_score=37
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59225	3:33722007-33724850	5	5	*	4.0	0.0	0.0	5.0	*	14.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59225			expressed protein	N	Y	Y	14	pipeline_score=14; farm_logP=10.12; max_variant=5; recommendation_score=14
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59240	3:33731404-33735208	20	10	10	4.0	0.0	0.0	5.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59240			carboxyl-terminal peptidase, putative, expressed	N	Y	Y	34	pipeline_score=29; farm_logP=10.12; max_variant=20; recommendation_score=34
QTL6	Chr3-33924577	10.12	*	Os03g0807150	3:33732391-33734927	20	5	*	4.0	0.0	0.0	5.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0807150							34	pipeline_score=29; farm_logP=10.12; max_variant=20; recommendation_score=34
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59250	3:33737454-33739501	5	5	5	4.0	0.0	0.0	10.0	*	19.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59250			expressed protein	N	Y	Y	19	pipeline_score=19; farm_logP=10.12; max_variant=5; recommendation_score=19
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59264	3:33744357-33750440	20	25	0	4.0	0.0	0.0	10.0	*	39.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59264			calreticulin family protein, expressed	N	Y	Y	44	pipeline_score=39; farm_logP=10.12; max_variant=25; recommendation_score=44
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59280	3:33752813-33755772	1	5	5	4.0	0.0	0.0	5.0	*	14.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59280			plastocyanin-like domain containing protein, putative, expressed	N	Y	Y	14	pipeline_score=14; farm_logP=10.12; max_variant=5; recommendation_score=14
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59290	3:33756167-33759296	25	5	*	4.0	0.0	0.0	5.0	*	34.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59290			C-methyltransferase, putative, expressed	N	Y	Y	39	pipeline_score=34; farm_logP=10.12; max_variant=25; recommendation_score=39
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59300	3:33765460-33767802	5	10	0	4.0	0.0	0.0	5.0	*	19.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59300			expressed protein	N	Y	Y	22	pipeline_score=19; farm_logP=10.12; max_variant=10; recommendation_score=22
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59310	3:33769018-33770923	5	*	*	4.0	0.0	0.0	10.0	*	19.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59310			ribosomal protein, putative, expressed	N	Y	Y	19	pipeline_score=19; farm_logP=10.12; max_variant=5; recommendation_score=19
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59320	3:33771756-33773624	5	5	*	4.0	0.0	0.0	20.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59320			expressed protein	N	Y	Y	29	pipeline_score=29; farm_logP=10.12; max_variant=5; recommendation_score=29
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59330	3:33777510-33781305	5	10	5	4.0	0.0	10.0	5.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59330			polygalacturonase, putative, expressed	N	Y	Y	32	pipeline_score=29; farm_logP=10.12; max_variant=10; recommendation_score=32
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59340	3:33780013-33786467	5	10	*	4.0	0.0	0.0	5.0	*	19.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59340			CESA2 - cellulose synthase, expressed	N	Y	Y	22	pipeline_score=19; farm_logP=10.12; max_variant=10; recommendation_score=22
QTL6	Chr3-33924577	10.12	*	Os03g0808175	3:33783633-33784789	*	*	*	4.0	0.0	0.0	5.0	*	9.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0808175							9	pipeline_score=9; farm_logP=10.12; recommendation_score=9
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59350	3:33787909-33789566	1	10	0	4.0	0.0	0.0	5.0	*	19.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59350			anthocyanin 3-O-beta-glucosyltransferase, putative, expressed	N	Y	Y	22	pipeline_score=19; farm_logP=10.12; max_variant=10; recommendation_score=22
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59360	3:33790894-33792943	5	5	10	4.0	0.0	0.0	10.0	*	24.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59360			remorin, putative, expressed	N	Y	Y	27	pipeline_score=24; farm_logP=10.12; max_variant=10; recommendation_score=27
QTL6	Chr3-33924577	10.12	*	Os03g0808350	3:33791288-33792625	5	10	0	4.0	0.0	0.0	5.0	*	19.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0808350							22	pipeline_score=19; farm_logP=10.12; max_variant=10; recommendation_score=22
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59370	3:33796789-33797866	5	*	*	4.0	0.0	0.0	5.0	*	14.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59370			ubiquitin family protein, putative, expressed	N	Y	Y	14	pipeline_score=14; farm_logP=10.12; max_variant=5; recommendation_score=14
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59380	3:33798940-33799765	5	*	*	4.0	0.0	0.0	5.0	*	14.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59380			LTPL28 - Protease inhibitor/seed storage/LTP family protein precursor, expressed	N	Y	Y	14	pipeline_score=14; farm_logP=10.12; max_variant=5; recommendation_score=14
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59390	3:33805800-33810099	5	10	*	4.0	0.0	0.0	20.0	*	34.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59390			CAMK_CAMK_like.24 - CAMK includes calcium/calmodulin depedent protein kinases, expressed	N	Y	Y	37	pipeline_score=34; farm_logP=10.12; max_variant=10; recommendation_score=37
QTL6	Chr3-33924577	10.12	*	Os03g0808750	3:33806257-33809775	5	5	*	4.0	0.0	0.0	10.0	*	19.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0808750							19	pipeline_score=19; farm_logP=10.12; max_variant=5; recommendation_score=19
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59400	3:33812019-33812423	25	25	*	4.0	0.0	0.0	5.0	*	34.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59400			expressed protein	N	Y	Y	39	pipeline_score=34; farm_logP=10.12; max_variant=25; recommendation_score=39
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59410	3:33817503-33823657	25	25	25	4.0	0.0	0.0	5.0	*	34.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59410			retrotransposon protein, putative, unclassified, expressed	Y	Y	Y	39	pipeline_score=34; farm_logP=10.12; max_variant=25; recommendation_score=39
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59420	3:33824286-33827576	25	25	25	4.0	0.0	0.0	5.0	*	34.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59420			retrotransposon protein, putative, unclassified, expressed	Y	Y	Y	39	pipeline_score=34; farm_logP=10.12; max_variant=25; recommendation_score=39
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59430	3:33829500-33834198	*	5	*	4.0	0.0	10.0	5.0	*	24.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59430			uncharacterized glycosyltransferase, putative, expressed	N	Y	Y	24	pipeline_score=24; farm_logP=10.12; max_variant=5; recommendation_score=24
QTL6	Chr3-33924577	10.12	*	Os03g0808950	3:33829709-33834013	5	*	*	4.0	0.0	0.0	10.0	*	19.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0808950							19	pipeline_score=19; farm_logP=10.12; max_variant=5; recommendation_score=19
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59440	3:33834634-33835499	5	10	*	4.0	0.0	0.0	5.0	*	19.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59440			dirigent, putative, expressed	N	Y	Y	22	pipeline_score=19; farm_logP=10.12; max_variant=10; recommendation_score=22
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59450	3:33837942-33841754	5	10	*	4.0	0.0	0.0	15.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59450			transporter-related, putative, expressed	N	Y	Y	32	pipeline_score=29; farm_logP=10.12; max_variant=10; recommendation_score=32
QTL6	Chr3-33924577	10.12	*	Os03g0809150	3:33838864-33839161	*	*	*	4.0	0.0	0.0	10.0	*	14.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0809150							14	pipeline_score=14; farm_logP=10.12; recommendation_score=14
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59460	3:33842835-33845209	20	10	*	4.0	0.0	0.0	5.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59460			transcription factor, putative, expressed	N	Y	Y	34	pipeline_score=29; farm_logP=10.12; max_variant=20; recommendation_score=34
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59470	3:33845779-33849847	5	10	*	4.0	0.0	0.0	15.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59470			stage II sporulation protein E, putative, expressed	N	Y	Y	32	pipeline_score=29; farm_logP=10.12; max_variant=10; recommendation_score=32
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59480	3:33849980-33854736	20	10	10	4.0	0.0	0.0	15.0	*	39.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59480			expressed protein	N	Y	Y	44	pipeline_score=39; farm_logP=10.12; max_variant=20; recommendation_score=44
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59500	3:33865017-33870839	25	25	25	4.0	0.0	0.0	0.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59500			retrotransposon protein, putative, unclassified, expressed	Y	Y	Y	34	pipeline_score=29; farm_logP=10.12; max_variant=25; recommendation_score=34
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59510	3:33871599-33874734	25	25	25	4.0	0.0	0.0	0.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59510			retrotransposon protein, putative, unclassified, expressed	Y	Y	Y	34	pipeline_score=29; farm_logP=10.12; max_variant=25; recommendation_score=34
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59520	3:33875671-33877056	25	25	25	4.0	0.0	0.0	0.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59520			retrotransposon protein, putative, Ty3-gypsy subclass, expressed	Y	Y	Y	34	pipeline_score=29; farm_logP=10.12; max_variant=25; recommendation_score=34
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59530	3:33886820-33891887	25	10	15	4.0	0.0	0.0	10.0	*	39.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59530			protein Kinase-associated protein phosphatase, putative, expressed	N	Y	Y	44	pipeline_score=39; farm_logP=10.12; max_variant=25; recommendation_score=44
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59540	3:33891971-33894614	25	10	*	4.0	0.0	0.0	15.0	*	44.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59540			zinc finger, C3HC4 type domain containing protein, expressed	N	Y	Y	49	pipeline_score=44; farm_logP=10.12; max_variant=25; recommendation_score=49
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59550	3:33894809-33899648	5	10	*	4.0	5.0	10.0	5.0	*	34.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59550			RNA recognition motif containing protein, putative, expressed	N	Y	Y	37	pipeline_score=34; farm_logP=10.12; max_variant=10; recommendation_score=37
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59560	3:33900825-33901704	20	10	0	4.0	5.0	0.0	0.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59560			hypothetical protein	N	N	Y	34	pipeline_score=29; farm_logP=10.12; max_variant=20; recommendation_score=34
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59570	3:33905826-33907614	5	10	*	4.0	0.0	0.0	5.0	*	19.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59570			IPP transferase, putative, expressed	N	Y	Y	22	pipeline_score=19; farm_logP=10.12; max_variant=10; recommendation_score=22
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59580	3:33916812-33921098	5	10	5	4.0	0.0	0.0	10.0	*	24.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59580			hydrolase, NUDIX family, domain containing protein, expressed	N	Y	Y	27	pipeline_score=24; farm_logP=10.12; max_variant=10; recommendation_score=27
QTL6	Chr3-33924577	10.12	*	Os03g0810500	3:33926482-33927110	5	10	10	4.0	0.0	0.0	10.0	*	24.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0810500							27	pipeline_score=24; farm_logP=10.12; max_variant=10; recommendation_score=27
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59590	3:33927587-33933865	5	10	5	4.0	0.0	0.0	10.0	*	24.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59590			ATP/GTP/Ca++ binding protein, putative, expressed	N	Y	Y	27	pipeline_score=24; farm_logP=10.12; max_variant=10; recommendation_score=27
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59600	3:33936155-33937972	25	10	0	4.0	0.0	0.0	20.0	*	49.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59600			mitochondrial Rho GTPase 1, putative, expressed	N	Y	Y	54	pipeline_score=49; farm_logP=10.12; max_variant=25; recommendation_score=54
QTL6	Chr3-33924577	10.12	*	Os03g0810750	3:33937758-33937946	20	5	*	4.0	0.0	0.0	5.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0810750							34	pipeline_score=29; farm_logP=10.12; max_variant=20; recommendation_score=34
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59610	3:33938923-33941373	*	10	10	4.0	0.0	10.0	10.0	*	34.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59610	OsABA2	ABA ; ABA; ABA biosynthesis; Kinase; abscisic acid; abscisic acid biosynthesis; dehydrogenase; drought; gibberellin; gibberellin biosynthesis; kinase; map-based cloning; salt; salt stress; stress; tolerance	oxidoreductase, short chain dehydrogenase/reductase family protein, putative, expressed	N	Y	Y	44	pipeline_score=34; farm_logP=10.12; max_variant=10; symbol=OsABA2; keyword=ABA ; ABA; ABA biosynthesis; Kinase; abscisic acid; abscisic acid biosynthesis; dehydrogenase; drought; gibberellin; gibberellin biosynthesis; kinase; map-based cloning; salt; salt stress; stress; tolerance; recommendation_score=44
QTL6	Chr3-33924577	10.12	*	Os03g0810850	3:33940265-33941021	5	5	*	4.0	0.0	0.0	5.0	*	14.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	Os03g0810850							14	pipeline_score=14; farm_logP=10.12; max_variant=5; recommendation_score=14
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59620	3:33941624-33946147	18	10	5	4.0	0.0	0.0	15.0	*	37.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59620			phospholipase, patatin family, putative, expressed	N	Y	Y	40	pipeline_score=37; farm_logP=10.12; max_variant=18; recommendation_score=40
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59630	3:33952297-33953164	25	25	25	4.0	0.0	0.0	0.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59630			retrotransposon protein, putative, unclassified, expressed	Y	Y	Y	34	pipeline_score=29; farm_logP=10.12; max_variant=25; recommendation_score=34
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59640	3:33955198-33961962	5	10	15	4.0	0.0	10.0	15.0	*	44.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59640	Chl1|OsChlD	seedling	magnesium-chelatase subunit chlD, chloroplast precursor, putative, expressed	N	Y	Y	54	pipeline_score=44; farm_logP=10.12; max_variant=15; symbol=Chl1|OsChlD; keyword=seedling; recommendation_score=54
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59650	3:33962373-33968064	20	5	*	4.0	0.0	0.0	5.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59650			BRCA1 C Terminus domain containing protein, expressed	N	Y	Y	34	pipeline_score=29; farm_logP=10.12; max_variant=20; recommendation_score=34
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59660	3:33969120-33971519	20	5	*	4.0	0.0	0.0	5.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59660			clathrin adaptor complex small chain domain containing protein, expressed	N	Y	Y	34	pipeline_score=29; farm_logP=10.12; max_variant=20; recommendation_score=34
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59670	3:33973665-33975577	5	10	*	4.0	5.0	0.0	10.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59670			basic helix-loop-helix, putative, expressed	N	Y	Y	32	pipeline_score=29; farm_logP=10.12; max_variant=10; recommendation_score=32
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59680	3:33988216-33992094	5	10	20	4.0	0.0	0.0	10.0	*	34.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59680			PAPA-1-like conserved region family protein, expressed	N	Y	Y	39	pipeline_score=34; farm_logP=10.12; max_variant=20; recommendation_score=39
QTL6	Chr3-33924577	10.12	*	LOC_Os03g59690	3:33994325-33995275	18	25	*	4.0	0.0	0.0	0.0	*	29.0	RAP_Step2_jap_Ganguang.FarmCPUpeak_info	RAP_Step2_jap_Ganguang	LOC_Os03g59690			DUF617 domain containing protein, expressed	N	Y	Y	34	pipeline_score=29; farm_logP=10.12; max_variant=25; recommendation_score=34
